frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
19464, 648.767, 0.990401, 1, 0.0167437, 0.104336, -0.994401, -0.154865, 0.145645, -0.977141, 0.0754828, 0.277329, -0.957805, -0.0946349, 0.324604, -0.941104
19465, 648.8, 0.99118, 1, 0.00368518, 0.120691, -0.992683, -0.160211, 0.147274, -0.976034, 0.0591092, 0.298972, -0.95243, -0.10394, 0.331312, -0.937779
19466, 648.833, 0.991435, 1, 0.00361513, 0.10741, -0.994208, -0.151441, 0.149136, -0.977151, 0.0600308, 0.284148, -0.956899, -0.093524, 0.330805, -0.939053
19467, 648.867, 0.990614, 1, 0.00280828, 0.12262, -0.99245, -0.155501, 0.159332, -0.974901, 0.0598937, 0.301748, -0.951505, -0.0972482, 0.343269, -0.934189
19468, 648.9, 0.98878, 1, -0.00106877, 0.139113, -0.990276, -0.156874, 0.185956, -0.969954, 0.0544179, 0.317427, -0.94672, -0.0999167, 0.368079, -0.92441
19469, 648.933, 0.98807, 1, 0.0953237, 0.0924337, -0.991145, -0.161489, 0.229484, -0.959822, 0.149269, 0.26159, -0.953567, -0.102332, 0.404456, -0.908815
19470, 648.967, 0.98785, 1, 0.0239111, 0.140715, -0.989761, -0.181125, 0.204074, -0.962054, 0.0736922, 0.317865, -0.945268, -0.129475, 0.385293, -0.913666
19471, 649, 0.989442, 1, 0.0241013, 0.124912, -0.991875, -0.159779, 0.189459, -0.968801, 0.0720499, 0.304235, -0.949868, -0.109572, 0.372887, -0.921385
19472, 649.033, 0.990569, 1, 0.0377061, 0.0978982, -0.994482, -0.146831, 0.182624, -0.972157, 0.0817264, 0.276899, -0.957417, -0.099388, 0.365791, -0.925375
19473, 649.067, 0.990587, 1, 0.0394809, 0.0973631, -0.994466, -0.146928, 0.181082, -0.972431, 0.0833822, 0.276222, -0.95747, -0.0996241, 0.364297, -0.925939
19474, 649.1, 0.991476, 1, 0.0257765, 0.0842627, -0.99611, -0.154489, 0.166311, -0.973896, 0.0715209, 0.265037, -0.961582, -0.10549, 0.351137, -0.930363
19475, 649.133, 0.99121, 1, 0.0194717, 0.0882227, -0.99591, -0.146796, 0.153935, -0.977116, 0.0667332, 0.269989, -0.960548, -0.0969946, 0.339849, -0.935465
19476, 649.167, 0.991199, 1, 0.0162777, 0.0898617, -0.995821, -0.144037, 0.155196, -0.977327, 0.0633569, 0.271875, -0.960245, -0.0944246, 0.341103, -0.935271
19477, 649.2, 0.991136, 1, 0.0124149, 0.0794971, -0.996758, -0.149498, 0.140706, -0.978699, 0.0624855, 0.265099, -0.962195, -0.0971242, 0.330421, -0.938823
19478, 649.233, 0.990972, 1, 0.00853476, 0.0965472, -0.995292, -0.151616, 0.15293, -0.976537, 0.0592857, 0.28106, -0.957857, -0.0988215, 0.341432, -0.934697
19479, 649.267, 0.989155, 1, -0.00132555, 0.124604, -0.992206, -0.153418, 0.197588, -0.968205, 0.0520583, 0.307949, -0.949978, -0.0976238, 0.383065, -0.918548
19480, 649.3, 0.989337, 1, 0.0242975, 0.0992963, -0.994761, -0.1867, 0.251282, -0.949737, 0.0748354, 0.276411, -0.958121, -0.131082, 0.4285, -0.893983
19481, 649.333, 0.988604, 1, 0.026923, 0.149935, -0.988329, -0.168026, 0.213484, -0.962389, 0.0815453, 0.329737, -0.940544, -0.111583, 0.397132, -0.910953
19482, 649.367, 0.98928, 1, 0.0272644, 0.130612, -0.991059, -0.173516, 0.198781, -0.964561, 0.0776339, 0.317763, -0.944987, -0.120936, 0.389883, -0.912889
19483, 649.4, 0.990098, 1, 0.0241983, 0.0801313, -0.996491, -0.136613, 0.164768, -0.976826, 0.077875, 0.26663, -0.960648, -0.0797682, 0.354485, -0.931653
19484, 649.433, 0.990572, 1, 0.020123, 0.10933, -0.993802, -0.160375, 0.161315, -0.973785, 0.0733383, 0.296195, -0.952308, -0.105516, 0.352647, -0.929789
19485, 649.467, 0.990587, 1, 0.0244104, 0.108938, -0.993749, -0.15746, 0.161621, -0.97421, 0.0771384, 0.295544, -0.95221, -0.102969, 0.352989, -0.929944
19486, 649.5, 0.990476, 1, 0.03315, 0.0990664, -0.994528, -0.150888, 0.168164, -0.974143, 0.0860604, 0.285158, -0.954609, -0.0954899, 0.358774, -0.928527
19487, 649.533, 0.989703, 1, 0.00203335, 0.119578, -0.992823, -0.175042, 0.185774, -0.966876, 0.0542728, 0.305256, -0.950723, -0.120819, 0.374333, -0.91939
19488, 649.567, 0.988755, 1, 0.0286656, 0.131844, -0.990856, -0.211383, 0.254766, -0.943616, 0.0815492, 0.313814, -0.945976, -0.155128, 0.43757, -0.885702
19489, 649.6, 0.988536, 1, 0.0143986, 0.138799, -0.990216, -0.180432, 0.197407, -0.963574, 0.0672664, 0.32235, -0.944228, -0.125789, 0.385084, -0.914269
19490, 649.633, 0.990429, 1, 0.0305391, 0.130233, -0.991013, -0.159923, 0.179938, -0.970591, 0.0844128, 0.318865, -0.944034, -0.104363, 0.373854, -0.921597
19491, 649.667, 0.990923, 1, 0.0195945, 0.116448, -0.993003, -0.155579, 0.167432, -0.973531, 0.0742127, 0.312201, -0.947113, -0.099249, 0.367621, -0.924665
19492, 649.7, 0.990497, 1, 0.0282926, 0.114737, -0.992993, -0.153568, 0.173422, -0.972801, 0.0844319, 0.311368, -0.946531, -0.0954939, 0.374355, -0.922355
19493, 649.733, 0.989895, 1, 0.00861441, 0.112334, -0.993633, -0.163459, 0.181227, -0.969762, 0.0637023, 0.3131, -0.947581, -0.106269, 0.384506, -0.916985
19494, 649.767, 0.988637, 1, -0.00312393, 0.216982, -0.976171, -0.171536, 0.279258, -0.94477, 0.0578904, 0.411092, -0.909754, -0.109196, 0.474325, -0.873551
19495, 649.8, 0.987797, 1, 0.018468, 0.303198, -0.952748, -0.166341, 0.315238, -0.934321, 0.0804881, 0.486947, -0.869715, -0.104487, 0.503578, -0.857608
19496, 649.833, 0.98786, 1, 0.0275346, 0.305228, -0.951881, -0.168753, 0.315541, -0.933786, 0.0892893, 0.488543, -0.867959, -0.107199, 0.503924, -0.85707
19497, 649.867, 0.988518, 1, -0.00894479, 0.230676, -0.97299, -0.174701, 0.272162, -0.94626, 0.0505714, 0.422358, -0.905017, -0.114636, 0.465533, -0.877575
19498, 649.9, 0.988684, 1, -0.0123855, 0.173082, -0.984829, -0.180744, 0.247084, -0.951988, 0.0444093, 0.365379, -0.929799, -0.122296, 0.439613, -0.889823
19499, 649.933, 0.98951, 1, 0.0078714, 0.159096, -0.987232, -0.179597, 0.221532, -0.958472, 0.0624893, 0.344044, -0.936872, -0.1234, 0.409156, -0.904082
19500, 649.967, 0.989865, 1, 0.0169392, 0.150775, -0.988423, -0.16616, 0.219307, -0.961403, 0.0745042, 0.33078, -0.940762, -0.10659, 0.402597, -0.90915
19501, 650, 0.991336, 1, -0.0122773, 0.181856, -0.983249, -0.151613, 0.215001, -0.964774, 0.0460077, 0.358916, -0.932235, -0.0925317, 0.395305, -0.913877
19502, 650.033, 0.991061, 1, 0.000726493, 0.174699, -0.984622, -0.167847, 0.210726, -0.963027, 0.0577612, 0.345506, -0.936637, -0.109911, 0.385987, -0.915933
19503, 650.067, 0.991196, 1, 8.36229e-005, 0.170462, -0.985364, -0.158536, 0.209063, -0.964966, 0.0574951, 0.340118, -0.938624, -0.100052, 0.382941, -0.918338
19504, 650.1, 0.991363, 1, 0.000280842, 0.191171, -0.981557, -0.166719, 0.211971, -0.96295, 0.054671, 0.363823, -0.929862, -0.111909, 0.389719, -0.914109
19505, 650.133, 0.990823, 1, -0.00644373, 0.170946, -0.985259, -0.168517, 0.201728, -0.964836, 0.0474533, 0.350822, -0.935239, -0.113883, 0.385692, -0.915572
19506, 650.167, 0.991114, 1, -0.000112596, 0.16214, -0.986768, -0.177657, 0.205434, -0.962411, 0.0556619, 0.344119, -0.937275, -0.120788, 0.391345, -0.912282
19507, 650.2, 0.991029, 1, -0.00653629, 0.154818, -0.987921, -0.160911, 0.204239, -0.965606, 0.0489808, 0.339761, -0.939235, -0.104046, 0.391938, -0.914089
19508, 650.233, 0.991067, 1, -0.00830067, 0.153554, -0.988105, -0.160797, 0.204365, -0.965598, 0.0469461, 0.338809, -0.939683, -0.104155, 0.3922, -0.913964
19509, 650.267, 0.990562, 1, 0.00643306, 0.177223, -0.98415, -0.171865, 0.209537, -0.962578, 0.0591882, 0.367181, -0.928264, -0.118493, 0.403165, -0.907423
19510, 650.3, 0.990196, 1, 0.00891053, 0.198204, -0.98012, -0.162105, 0.222084, -0.961458, 0.0634531, 0.388621, -0.91921, -0.107213, 0.416373, -0.902851
19511, 650.333, 0.991314, 1, 0.00709643, 0.195046, -0.980768, -0.137752, 0.216482, -0.96652, 0.0628388, 0.38639, -0.920193, -0.0816334, 0.411269, -0.907851
19512, 650.367, 0.990579, 1, 0.0114597, 0.183291, -0.982992, -0.150783, 0.218006, -0.964229, 0.0665448, 0.377584, -0.923581, -0.0950226, 0.415272, -0.904721
19513, 650.4, 0.990854, 1, 0.0274894, 0.183847, -0.98257, -0.166256, 0.212511, -0.962911, 0.0831439, 0.378486, -0.921865, -0.110177, 0.411363, -0.904788
19514, 650.433, 0.991341, 1, 0.0491142, 0.178704, -0.982676, -0.167779, 0.212529, -0.962643, 0.105862, 0.376227, -0.92046, -0.110445, 0.414943, -0.903119
19515, 650.467, 0.990776, 1, 0.0237346, 0.191301, -0.981244, -0.156691, 0.216028, -0.963732, 0.0820548, 0.391176, -0.916651, -0.0980824, 0.419754, -0.902323
19516, 650.5, 0.991456, 1, 0.0169416, 0.184913, -0.982609, -0.153449, 0.21472, -0.964546, 0.0757469, 0.386905, -0.919003, -0.0942501, 0.419812, -0.902704
19517, 650.533, 0.990973, 1, 0.0383094, 0.196778, -0.979699, -0.178875, 0.236514, -0.955021, 0.0974723, 0.397451, -0.912432, -0.11927, 0.440631, -0.88973
19518, 650.567, 0.991309, 1, -0.00296949, 0.240987, -0.970524, -0.191367, 0.292291, -0.936987, 0.0578519, 0.439731, -0.896264, -0.130384, 0.490788, -0.861468
19519, 650.6, 0.990525, 1, 0.0139543, 0.273503, -0.96177, -0.187473, 0.310042, -0.932056, 0.0771049, 0.476087, -0.876012, -0.124553, 0.513462, -0.849025
19520, 650.633, 0.99036, 1, 0.0114987, 0.254387, -0.967034, -0.205284, 0.286065, -0.935962, 0.0756879, 0.466822, -0.881106, -0.141473, 0.499902, -0.854449
19521, 650.667, 0.990556, 1, -0.014463, 0.219637, -0.975474, -0.214696, 0.267867, -0.93923, 0.0469979, 0.439004, -0.897255, -0.153212, 0.486617, -0.860076
19522, 650.7, 0.991034, 1, -0.00338395, 0.198883, -0.980017, -0.210615, 0.241223, -0.94734, 0.0566777, 0.424008, -0.903883, -0.150374, 0.467246, -0.871246
19523, 650.733, 0.991007, 1, -0.00274949, 0.181399, -0.983406, -0.194926, 0.235241, -0.95219, 0.0568247, 0.409818, -0.910396, -0.134584, 0.464126, -0.875485
19524, 650.767, 0.991297, 1, -0.000253279, 0.165734, -0.98617, -0.205338, 0.236505, -0.949685, 0.0557299, 0.397056, -0.916101, -0.148107, 0.466958, -0.871788
19525, 650.8, 0.991295, 1, 6.99389e-006, 0.156553, -0.987669, -0.205863, 0.236866, -0.949481, 0.0535787, 0.39072, -0.918949, -0.150706, 0.469282, -0.870093
19526, 650.833, 0.991223, 1, 0.00684007, 0.148127, -0.988945, -0.206224, 0.236715, -0.949441, 0.0590755, 0.3825, -0.922065, -0.152116, 0.469043, -0.869976
19527, 650.867, 0.990903, 1, -0.00794703, 0.142956, -0.989697, -0.20815, 0.228929, -0.950929, 0.0396546, 0.380378, -0.923981, -0.158369, 0.464097, -0.871512
19528, 650.9, 0.990637, 1, 0.00153052, 0.156627, -0.987657, -0.190006, 0.236639, -0.952838, 0.0511218, 0.388897, -0.919862, -0.13822, 0.467919, -0.872896
19529, 650.933, 0.991599, 1, 0.00946646, 0.154798, -0.987901, -0.19056, 0.242486, -0.951256, 0.0550531, 0.389611, -0.919332, -0.142136, 0.476215, -0.867765
19530, 650.967, 0.991641, 1, 0.0157026, 0.158005, -0.987314, -0.197439, 0.24557, -0.949059, 0.0580639, 0.388482, -0.919625, -0.151854, 0.475936, -0.866271
19531, 651, 0.991905, 1, -0.00531066, 0.218747, -0.975767, -0.184876, 0.260342, -0.947651, 0.0341852, 0.446364, -0.894198, -0.143969, 0.489482, -0.860047
19532, 651.033, 0.991439, 1, 0.142123, 0.287881, -0.947062, -0.194473, 0.322256, -0.926461, 0.181073, 0.49874, -0.847627, -0.1542, 0.543379, -0.825204
19533, 651.067, 0.990827, 1, 0.161835, 0.290176, -0.94319, -0.166622, 0.329184, -0.929449, 0.202126, 0.505302, -0.838937, -0.124516, 0.556284, -0.82161
19534, 651.1, 0.990857, 1, 0.142093, 0.27901, -0.949717, -0.167968, 0.305475, -0.937268, 0.183576, 0.498628, -0.847154, -0.12523, 0.536919, -0.834288
19535, 651.133, 0.99056, 1, 0.0184265, 0.234823, -0.971863, -0.174011, 0.265641, -0.948238, 0.0595379, 0.46916, -0.881104, -0.13197, 0.50293, -0.854193
19536, 651.167, 0.991652, 1, 0.00844883, 0.216331, -0.976284, -0.172456, 0.258577, -0.950472, 0.0499669, 0.453078, -0.890069, -0.129499, 0.497112, -0.857968
19537, 651.2, 0.991231, 1, 0.00993228, 0.204204, -0.978878, -0.192113, 0.258582, -0.946693, 0.0481974, 0.440658, -0.89638, -0.151971, 0.495786, -0.855045
19538, 651.233, 0.991168, 1, 0.028963, 0.191004, -0.981162, -0.181932, 0.257927, -0.948881, 0.0679531, 0.430311, -0.900119, -0.140624, 0.49767, -0.855891
19539, 651.267, 0.990327, 1, 0.0281607, 0.190787, -0.981227, -0.19655, 0.257305, -0.94613, 0.0653348, 0.42942, -0.900739, -0.157192, 0.496073, -0.853934
19540, 651.3, 0.990927, 1, 0.0716764, 0.284021, -0.956135, -0.159056, 0.31091, -0.937036, 0.110456, 0.515546, -0.849712, -0.119572, 0.546724, -0.828731
19541, 651.333, 0.990108, 1, 0.16157, 0.306948, -0.937912, -0.175272, 0.336448, -0.925247, 0.199553, 0.533342, -0.822025, -0.136244, 0.57268, -0.808378
19542, 651.367, 0.990725, 1, 0.116673, 0.299297, -0.947, -0.149629, 0.323097, -0.934462, 0.159605, 0.529432, -0.833204, -0.106007, 0.560302, -0.821477
19543, 651.4, 0.991329, 1, 0.118012, 0.284726, -0.951317, -0.169256, 0.312556, -0.934698, 0.162445, 0.508014, -0.845892, -0.12423, 0.542212, -0.831007
19544, 651.433, 0.991834, 1, 0.0634826, 0.244348, -0.967607, -0.163124, 0.28705, -0.943924, 0.106858, 0.472687, -0.874728, -0.118967, 0.517351, -0.847463
19545, 651.467, 0.991743, 1, 0.0404495, 0.220102, -0.974638, -0.1667, 0.273181, -0.947409, 0.0848029, 0.450068, -0.888958, -0.121326, 0.503514, -0.855426
19546, 651.5, 0.992291, 1, 0.0551279, 0.214645, -0.975135, -0.154379, 0.265977, -0.951537, 0.0996151, 0.440776, -0.892073, -0.108694, 0.493952, -0.862669
19547, 651.533, 0.991644, 1, 0.0507944, 0.22017, -0.974138, -0.158673, 0.253067, -0.954348, 0.0929348, 0.443443, -0.891472, -0.115794, 0.479663, -0.869779
19548, 651.567, 0.992215, 1, 0.070891, 0.214292, -0.974194, -0.158301, 0.249259, -0.955411, 0.113406, 0.436928, -0.892319, -0.114805, 0.476805, -0.87148
19549, 651.6, 0.991989, 1, 0.0645654, 0.20155, -0.977348, -0.172181, 0.253633, -0.951853, 0.104755, 0.426297, -0.898497, -0.130329, 0.482106, -0.866365
19550, 651.633, 0.992356, 1, 0.0827242, 0.206571, -0.974928, -0.173482, 0.249382, -0.95274, 0.122029, 0.428651, -0.895191, -0.13265, 0.477579, -0.868517
19551, 651.667, 0.992243, 1, 0.0550069, 0.210618, -0.97602, -0.165009, 0.258324, -0.951862, 0.0935702, 0.436823, -0.894668, -0.124743, 0.488285, -0.863723
19552, 651.7, 0.992271, 1, 0.0894885, 0.209304, -0.973747, -0.164231, 0.257236, -0.952291, 0.130086, 0.438736, -0.88915, -0.121787, 0.492856, -0.861546
19553, 651.733, 0.992362, 1, 0.0738636, 0.207008, -0.975547, -0.161135, 0.260132, -0.952033, 0.115838, 0.43928, -0.89085, -0.117321, 0.4966, -0.860014
19554, 651.767, 0.991991, 1, 0.0632082, 0.222542, -0.972872, -0.1677, 0.268303, -0.948625, 0.105519, 0.456756, -0.883312, -0.123891, 0.506473, -0.853309
19555, 651.8, 0.991982, 1, 0.0600127, 0.225462, -0.972402, -0.172996, 0.281612, -0.943804, 0.102228, 0.462916, -0.880487, -0.128801, 0.522034, -0.843144
19556, 651.833, 0.992385, 1, 0.0590264, 0.230579, -0.971262, -0.176811, 0.284962, -0.942091, 0.100969, 0.471079, -0.876293, -0.13286, 0.528647, -0.83838
19557, 651.867, 0.992124, 1, 0.0386807, 0.227539, -0.973, -0.17602, 0.285758, -0.941997, 0.0807415, 0.472564, -0.87759, -0.131752, 0.532389, -0.836184
19558, 651.9, 0.992047, 1, 0.0654258, 0.267112, -0.961442, -0.162556, 0.297054, -0.940922, 0.10684, 0.511643, -0.85253, -0.119976, 0.547195, -0.828362
19559, 651.933, 0.990332, 1, 0.116688, 0.292526, -0.949112, -0.147857, 0.337518, -0.929634, 0.154588, 0.538041, -0.828622, -0.10793, 0.589739, -0.80035
19560, 651.967, 0.990555, 1, 0.16476, 0.293878, -0.941536, -0.160365, 0.345567, -0.92459, 0.205089, 0.536052, -0.818894, -0.117539, 0.598365, -0.792556
19561, 652, 0.990547, 1, 0.111083, 0.303729, -0.946261, -0.165116, 0.334453, -0.927835, 0.152635, 0.541432, -0.826773, -0.122204, 0.580809, -0.804815
19562, 652.033, 0.990708, 1, 0.135589, 0.284226, -0.949121, -0.175164, 0.319126, -0.931384, 0.176982, 0.526101, -0.831802, -0.132119, 0.571628, -0.809806
19563, 652.067, 0.990436, 1, 0.147356, 0.264995, -0.952924, -0.175036, 0.305251, -0.936047, 0.187087, 0.505348, -0.842391, -0.133389, 0.556663, -0.819959
19564, 652.1, 0.990784, 1, 0.117772, 0.282722, -0.951944, -0.185597, 0.306241, -0.933686, 0.158903, 0.519626, -0.839487, -0.143418, 0.553602, -0.820339
19565, 652.133, 0.989993, 1, 0.124913, 0.293319, -0.947819, -0.15909, 0.321006, -0.933619, 0.165019, 0.531478, -0.830843, -0.117629, 0.56941, -0.813594
19566, 652.167, 0.988782, 1, 0.224371, 0.272841, -0.93553, -0.232919, 0.321819, -0.917704, 0.259773, 0.510099, -0.81995, -0.195021, 0.575815, -0.79398
19567, 652.2, 0.988347, 1, 0.209338, 0.285683, -0.935181, -0.253771, 0.340306, -0.905423, 0.245563, 0.522266, -0.816662, -0.215201, 0.589834, -0.778322
19568, 652.233, 0.988173, 1, 0.168697, 0.292025, -0.941415, -0.238979, 0.323767, -0.915458, 0.201764, 0.529792, -0.823779, -0.204606, 0.572745, -0.793788
19569, 652.267, 0.988211, 1, 0.227371, 0.289117, -0.9299, -0.179785, 0.314505, -0.932075, 0.260302, 0.518103, -0.814746, -0.145161, 0.563085, -0.81355
19570, 652.3, 0.988606, 1, 0.21359, 0.284318, -0.934635, -0.157627, 0.290569, -0.943781, 0.243826, 0.510404, -0.824643, -0.126489, 0.536893, -0.834114
19571, 652.333, 0.989068, 1, 0.115712, 0.279548, -0.953134, -0.163272, 0.286268, -0.944136, 0.144556, 0.507834, -0.84924, -0.133949, 0.525483, -0.840194
19572, 652.367, 0.989855, 1, 0.104355, 0.272766, -0.956404, -0.171837, 0.291683, -0.940953, 0.136778, 0.492692, -0.859387, -0.138527, 0.520879, -0.842315
19573, 652.4, 0.989681, 1, 0.154089, 0.278616, -0.947961, -0.173409, 0.29528, -0.939542, 0.188045, 0.484906, -0.854111, -0.138422, 0.515713, -0.845506
19574, 652.433, 0.989052, 1, 0.118524, 0.315551, -0.941477, -0.184196, 0.323084, -0.928272, 0.161825, 0.521905, -0.837513, -0.140419, 0.542659, -0.828133
19575, 652.467, 0.987938, 1, 0.217916, 0.308578, -0.925901, -0.210142, 0.354681, -0.911066, 0.262717, 0.506214, -0.821418, -0.162823, 0.571101, -0.80457
19576, 652.5, 0.987458, 1, 0.18139, 0.318296, -0.930476, -0.193775, 0.35351, -0.91514, 0.229179, 0.520377, -0.822608, -0.144157, 0.571598, -0.807771
19577, 652.533, 0.98772, 1, 0.153487, 0.310844, -0.937986, -0.190944, 0.352436, -0.916149, 0.20187, 0.522608, -0.82833, -0.140702, 0.57671, -0.804741
19578, 652.567, 0.989679, 1, 0.187365, 0.278384, -0.942017, -0.169673, 0.326962, -0.929681, 0.236307, 0.491311, -0.838315, -0.118146, 0.555491, -0.823086
19579, 652.6, 0.991119, 1, 0.20979, 0.267467, -0.940452, -0.13724, 0.278302, -0.950638, 0.257163, 0.487185, -0.834576, -0.0883241, 0.51972, -0.849759
19580, 652.633, 0.991271, 1, 0.122357, 0.261948, -0.957294, -0.15772, 0.270694, -0.949657, 0.175095, 0.495692, -0.850666, -0.104279, 0.518589, -0.848641
19581, 652.667, 0.991258, 1, 0.120579, 0.26231, -0.957421, -0.158792, 0.270777, -0.949455, 0.173532, 0.49617, -0.850707, -0.10517, 0.518609, -0.848519
19582, 652.7, 0.991799, 1, 0.0975121, 0.236981, -0.966608, -0.153195, 0.263441, -0.952434, 0.147144, 0.485873, -0.861555, -0.102419, 0.521438, -0.84712
19583, 652.733, 0.990732, 1, 0.0895682, 0.233296, -0.968272, -0.165466, 0.26419, -0.950171, 0.136469, 0.484128, -0.864289, -0.11737, 0.522767, -0.844357
19584, 652.767, 0.990215, 1, 0.0708246, 0.233802, -0.969701, -0.176766, 0.265195, -0.947853, 0.117879, 0.486363, -0.865769, -0.128595, 0.52429, -0.841774
19585, 652.8, 0.990555, 1, 0.0739559, 0.234445, -0.969312, -0.145152, 0.26657, -0.952823, 0.12325, 0.48616, -0.865134, -0.0946321, 0.52459, -0.846079
19586, 652.833, 0.989808, 1, 0.0817071, 0.237501, -0.967945, -0.152279, 0.257973, -0.954076, 0.130243, 0.489079, -0.862461, -0.102926, 0.517726, -0.849333
19587, 652.867, 0.989818, 1, 0.084321, 0.237944, -0.967612, -0.154817, 0.257772, -0.953722, 0.132571, 0.48925, -0.862009, -0.105765, 0.517568, -0.84908
19588, 652.9, 0.989858, 1, 0.0660836, 0.246135, -0.96698, -0.155643, 0.258304, -0.953443, 0.112844, 0.495892, -0.861021, -0.108483, 0.515547, -0.849967
19589, 652.933, 0.988947, 1, 0.0781747, 0.266237, -0.960732, -0.148078, 0.277882, -0.949134, 0.13092, 0.462009, -0.877159, -0.0948481, 0.483083, -0.870422
19590, 652.967, 0.989044, 1, 0.0988425, 0.257996, -0.961076, -0.136508, 0.272886, -0.952312, 0.154716, 0.446691, -0.88121, -0.0798242, 0.472513, -0.877701
19591, 653, 0.989986, 1, 0.0953227, 0.260675, -0.960709, -0.12841, 0.271454, -0.953847, 0.156212, 0.456809, -0.875742, -0.0668376, 0.478458, -0.875563
19592, 653.033, 0.988673, 1, 0.0956099, 0.264238, -0.959707, -0.133993, 0.268717, -0.953854, 0.158649, 0.468311, -0.869204, -0.0704936, 0.484363, -0.872022
19593, 653.067, 0.988624, 1, 0.0933226, 0.264296, -0.959916, -0.137768, 0.270351, -0.952854, 0.156434, 0.469397, -0.869019, -0.0741845, 0.486802, -0.870357
19594, 653.1, 0.990714, 1, 0.103992, 0.249008, -0.962902, -0.16657, 0.269686, -0.948432, 0.166345, 0.473944, -0.8647, -0.103407, 0.505683, -0.8565
19595, 653.133, 0.990674, 1, 0.10478, 0.250488, -0.962433, -0.163334, 0.270323, -0.948814, 0.167356, 0.475156, -0.863839, -0.0999482, 0.50615, -0.856635
19596, 653.167, 0.990375, 1, 0.118724, 0.246674, -0.961799, -0.148898, 0.274545, -0.949976, 0.182513, 0.464991, -0.866298, -0.0837949, 0.504599, -0.859278
19597, 653.2, 0.990013, 1, 0.0927547, 0.258796, -0.961468, -0.140061, 0.270952, -0.952349, 0.160612, 0.477488, -0.863834, -0.0715433, 0.500651, -0.862688
19598, 653.233, 0.990068, 1, 0.109735, 0.264592, -0.958097, -0.143391, 0.276642, -0.950215, 0.177472, 0.473129, -0.862933, -0.0749006, 0.497346, -0.864313
19599, 653.267, 0.990193, 1, 0.140164, 0.267895, -0.953198, -0.146224, 0.269758, -0.951761, 0.210005, 0.468118, -0.858349, -0.0755762, 0.485752, -0.870823
19600, 653.3, 0.99006, 1, 0.119298, 0.262042, -0.957655, -0.139847, 0.274684, -0.951311, 0.188063, 0.468229, -0.863362, -0.0701773, 0.493854, -0.866709
19601, 653.333, 0.987341, 1, 0.14296, 0.315692, -0.93803, -0.22286, 0.321934, -0.920159, 0.205774, 0.543496, -0.813799, -0.159791, 0.56626, -0.808589
19602, 653.367, 0.987285, 1, 0.183504, 0.306714, -0.933945, -0.231375, 0.324056, -0.917308, 0.246711, 0.530132, -0.81123, -0.167262, 0.56634, -0.80702
19603, 653.4, 0.987871, 1, 0.141569, 0.304002, -0.942094, -0.221053, 0.324659, -0.919637, 0.208482, 0.530871, -0.821408, -0.153474, 0.566573, -0.809593
19604, 653.433, 0.989036, 1, 0.130112, 0.286569, -0.949184, -0.190151, 0.313485, -0.93036, 0.196144, 0.514175, -0.834956, -0.123081, 0.554233, -0.823211
19605, 653.467, 0.989037, 1, 0.136054, 0.286685, -0.948315, -0.180339, 0.310339, -0.933364, 0.201767, 0.513495, -0.834034, -0.113508, 0.551343, -0.826521
19606, 653.5, 0.990436, 1, 0.121595, 0.260352, -0.957827, -0.13916, 0.28112, -0.949529, 0.19093, 0.489971, -0.850573, -0.0686316, 0.523432, -0.849299
19607, 653.533, 0.990919, 1, 0.0819377, 0.246125, -0.965769, -0.124204, 0.271815, -0.954301, 0.152231, 0.475848, -0.866253, -0.0527737, 0.510423, -0.858302
19608, 653.567, 0.99118, 1, 0.0718572, 0.241065, -0.967845, -0.137815, 0.265964, -0.954081, 0.142159, 0.476492, -0.867609, -0.0665838, 0.509684, -0.857781
19609, 653.6, 0.990248, 1, 0.112002, 0.239068, -0.964522, -0.166394, 0.264707, -0.949865, 0.179585, 0.471146, -0.86358, -0.0977403, 0.508578, -0.85545
19610, 653.633, 0.990498, 1, 0.114748, 0.242847, -0.963254, -0.144852, 0.261493, -0.954274, 0.180692, 0.475311, -0.861063, -0.0778802, 0.506233, -0.858873
19611, 653.667, 0.990348, 1, 0.114168, 0.231997, -0.965993, -0.161244, 0.262799, -0.951282, 0.180784, 0.459151, -0.869768, -0.0932793, 0.501703, -0.859996
19612, 653.7, 0.990745, 1, 0.121216, 0.220403, -0.967848, -0.155615, 0.259556, -0.953108, 0.190477, 0.443965, -0.875564, -0.0845506, 0.495212, -0.864648
19613, 653.733, 0.99083, 1, 0.129421, 0.23347, -0.963713, -0.150643, 0.261187, -0.953461, 0.19774, 0.448133, -0.871823, -0.080761, 0.489763, -0.868107
19614, 653.767, 0.990223, 1, 0.110177, 0.246421, -0.96288, -0.146432, 0.280436, -0.948638, 0.176743, 0.448097, -0.876339, -0.0782048, 0.493947, -0.865968
19615, 653.8, 0.989959, 1, 0.0755177, 0.25015, -0.965258, -0.169427, 0.296495, -0.939886, 0.142831, 0.454574, -0.879183, -0.100431, 0.509438, -0.854626
19616, 653.833, 0.989873, 1, 0.0538029, 0.256888, -0.964942, -0.168495, 0.304861, -0.937374, 0.117119, 0.462215, -0.879, -0.103572, 0.5164, -0.850061
19617, 653.867, 0.988768, 1, 0.0529573, 0.257383, -0.964857, -0.168312, 0.306956, -0.936723, 0.112308, 0.466077, -0.877587, -0.107319, 0.52105, -0.846752
